id,title,scraped_aisle,category_specific,final_price,original_price,unit,discount,nutriscore,url,scraped_at,all_aisles,title_eng,aisle_eng
378545,AH Wijncervelaat,vleeswaren,Vleeswaren/Salami en cervelaat (versafdeling),3.29,3.29,ca. 120 g,,E,https://www.ah.nl/producten/product/wi378545/ah-wijncervelaat,2026-02-23,vleeswaren,AH Wijncervelaat,cold cuts
598214,AH Wijncervelaat 2-pack,vleeswaren,Vleeswaren/Salami en cervelaat (versafdeling),6.25,6.58,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi598214/ah-wijncervelaat-2-pack,2026-02-23,vleeswaren,AH Wijncervelaat 2-pack,cold cuts
572421,Streeckgenoten Pepergehakt,vleeswaren,Vleeswaren/Regio west vleeswaren,2.99,2.99,ca. 120 g,,D,https://www.ah.nl/producten/product/wi572421/streeckgenoten-pepergehakt,2026-02-23,vleeswaren,Countrymen Minced pepper,cold cuts
580696,Streeckgenoten Runder gebraden gehakt,vleeswaren,Vleeswaren/Regio west vleeswaren,2.99,2.99,ca. 120 g,,E,https://www.ah.nl/producten/product/wi580696/streeckgenoten-runder-gebraden-gehakt,2026-02-23,vleeswaren,Streeckgenoten Runder gebraden gehakt,cold cuts
564831,AH Biologisch Schwarzwalder,vleeswaren,Vleeswaren/Ham (versafdeling),3.99,3.99,ca. 100 g,,E,https://www.ah.nl/producten/product/wi564831/ah-biologisch-schwarzwalder,2026-02-23,vleeswaren,AH Organic Black Forest,cold cuts
566604,Streeckgenoten Varkensrollade,vleeswaren,Vleeswaren/Regio noord vleeswaren,3.19,3.19,ca. 120 g,,D,https://www.ah.nl/producten/product/wi566604/streeckgenoten-varkensrollade,2026-02-23,vleeswaren,Streeckgenoten Varkensrollade,cold cuts
440609,Bedford Parmitufo,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (versafdeling),4.89,4.89,80 g,,E,https://www.ah.nl/producten/product/wi440609/bedford-parmitufo,2026-02-23,vleeswaren,Bedford Parmitufo,cold cuts
589968,Streeckgenoten Zeeuws spek,vleeswaren,Vleeswaren/Regio zuid vleeswaren,3.19,3.19,ca. 110 g,,E,https://www.ah.nl/producten/product/wi589968/streeckgenoten-zeeuws-spek,2026-02-23,vleeswaren,Local Zeeland bacon,cold cuts
600538,AH Filet americain martino,vleeswaren,Vleeswaren/Filet americain (versafdeling),3.19,3.19,150 g,,D,https://www.ah.nl/producten/product/wi600538/ah-filet-americain-martino,2026-02-23,vleeswaren,AH Filet americain martino,cold cuts
600699,AH Gevulde kipfilet midden-oosterse kruiden,vleeswaren,Vleeswaren/Kipfilet en kalkoenfilet (versafdeling),3.69,3.69,ca. 120 g,,D,https://www.ah.nl/producten/product/wi600699/ah-gevulde-kipfilet-midden-oosterse-kruiden,2026-02-23,vleeswaren,AH Stuffed chicken fillet with Middle Eastern herbs,cold cuts
421110,Streeckgenoten Gelderse boterhamworst,vleeswaren,Vleeswaren/Regio oost vleeswaren,2.39,2.39,ca. 120 g,,E,https://www.ah.nl/producten/product/wi421110/streeckgenoten-gelderse-boterhamworst,2026-02-23,vleeswaren,Local Gelderland sandwich sausage,cold cuts
567260,AH Excellent Salami Italiani alla cacciatora,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (voorverpakt),4.19,4.19,150 g,,E,https://www.ah.nl/producten/product/wi567260/ah-excellent-salami-italiani-alla-cacciatora,2026-02-23,vleeswaren,AH Excellent Salami Italiani alla cacciatora,cold cuts
597580,AH Excellent Salami Italiani alla cacciatora 2-pack,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (voorverpakt),7.96,8.38,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi597580/ah-excellent-salami-italiani-alla-cacciatora-2-pack,2026-02-23,vleeswaren,AH Excellent Salami Italiani alla cacciatora 2-pack,cold cuts
188697,Vocking Leverworst,vleeswaren,Vleeswaren/Leverworst en leverkaas (voorverpakt),3.79,3.79,500 g,,D,https://www.ah.nl/producten/product/wi188697/vocking-leverworst,2026-02-23,vleeswaren,Vocking Liverwurst,cold cuts
197286,Merkx Zult,vleeswaren,Vleeswaren/Traditionele vleeswaren (voorverpakt),1.99,1.99,240 g,,D,https://www.ah.nl/producten/product/wi197286/merkx-zult,2026-02-23,vleeswaren,Merkx Will,cold cuts
560855,Streeckgenoten Limburgse hampunt,vleeswaren,Vleeswaren/Regio zuid vleeswaren,3.49,3.49,ca. 100 g,,E,https://www.ah.nl/producten/product/wi560855/streeckgenoten-limburgse-hampunt,2026-02-23,vleeswaren,Fellow Limburg ham point,cold cuts
563344,AH Nduja,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (voorverpakt),2.89,2.89,70 g,,E,https://www.ah.nl/producten/product/wi563344/ah-nduja,2026-02-23,vleeswaren,AH Nduja,cold cuts
564812,Streeckgenoten Gegrilde beenham,vleeswaren,Vleeswaren/Regio west vleeswaren,3.99,3.99,ca. 110 g,,D,https://www.ah.nl/producten/product/wi564812/streeckgenoten-gegrilde-beenham,2026-02-23,vleeswaren,Locals Grilled ham,cold cuts
602999,Streeckgenoten Gegrilde beenham 2-pack,vleeswaren,Vleeswaren/Regio west vleeswaren,7.58,7.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi602999/streeckgenoten-gegrilde-beenham-2-pack,2026-02-23,vleeswaren,Locals Grilled ham 2-pack,cold cuts
580697,Streeckgenoten Strasbourg cranberry,vleeswaren,Vleeswaren/Regio zuid vleeswaren,2.69,2.69,ca. 120 g,,E,https://www.ah.nl/producten/product/wi580697/streeckgenoten-strasbourg-cranberry,2026-02-23,vleeswaren,Countrymen Strasbourg cranberry,cold cuts
413226,Streeckgenoten Brabantse boterhamworst,vleeswaren,Vleeswaren/Regio zuid vleeswaren,2.39,2.39,ca. 120 g,,E,https://www.ah.nl/producten/product/wi413226/streeckgenoten-brabantse-boterhamworst,2026-02-23,vleeswaren,Local Brabant sandwich sausage,cold cuts
188720,AH Kalfsleverworst,vleeswaren,Vleeswaren/Leverworst en leverkaas (versafdeling),3.19,3.19,ca. 120 g,,E,https://www.ah.nl/producten/product/wi188720/ah-kalfsleverworst,2026-02-23,vleeswaren,AH Veal liver sausage,cold cuts
598179,AH Kalfsleverworst 2-pack,vleeswaren,Vleeswaren/Leverworst en leverkaas (versafdeling),6.06,6.38,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi598179/ah-kalfsleverworst-2-pack,2026-02-23,vleeswaren,AH Veal liver sausage 2-pack,cold cuts
570400,AH Excellent Chorizo Iberico,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (voorverpakt),2.99,2.99,80 g,,E,https://www.ah.nl/producten/product/wi570400/ah-excellent-chorizo-iberico,2026-02-23,vleeswaren,AH Excellent Chorizo ​​Iberico,cold cuts
597569,AH Excellent Chorizo Iberico 2-pack,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (voorverpakt),5.68,5.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi597569/ah-excellent-chorizo-iberico-2-pack,2026-02-23,vleeswaren,AH Excellent Chorizo ​​Iberico 2-pack,cold cuts
462642,AH Bauernschinken,vleeswaren,Vleeswaren/Ham (voorverpakt),2.59,2.59,150 g,,E,https://www.ah.nl/producten/product/wi462642/ah-bauernschinken,2026-02-23,vleeswaren,AH Bauernschinken,cold cuts
572413,AH Excellent Salami met venkel,vleeswaren,Vleeswaren/Salami en cervelaat (voorverpakt),3.49,3.49,80 g,,E,https://www.ah.nl/producten/product/wi572413/ah-excellent-salami-met-venkel,2026-02-23,vleeswaren,AH Excellent Salami with fennel,cold cuts
597582,AH Excellent Salami met venkel 2-pack,vleeswaren,Vleeswaren/Salami en cervelaat (voorverpakt),6.63,6.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi597582/ah-excellent-salami-met-venkel-2-pack,2026-02-23,vleeswaren,AH Excellent Salami with fennel 2-pack,cold cuts
497906,AH Excellent Tapas,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (versafdeling),3.69,3.69,100 g,,E,https://www.ah.nl/producten/product/wi497906/ah-excellent-tapas,2026-02-23,vleeswaren,AH Excellent Tapas,cold cuts
171466,AH Rundertong,vleeswaren,"Vleeswaren/Tongenworst, rollade broodbeleg (versafdeling)",3.49,3.49,ca. 100 g,,D,https://www.ah.nl/producten/product/wi171466/ah-rundertong,2026-02-23,vleeswaren,AH Beef tongue,cold cuts
421106,Streeckgenoten Bakbloedworst,vleeswaren,Vleeswaren/Regio zuid vleeswaren,4.99,4.99,400 g,,D,https://www.ah.nl/producten/product/wi421106/streeckgenoten-bakbloedworst,2026-02-23,vleeswaren,Fellow locals Fried blood sausage,cold cuts
570866,AH Spaanse tapas schotel,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (voorverpakt),3.29,3.29,90 g,,E,https://www.ah.nl/producten/product/wi570866/ah-spaanse-tapas-schotel,2026-02-23,vleeswaren,AH Spanish tapas dish,cold cuts
603304,AH Spaanse tapas schotel 2-pack,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (voorverpakt),6.25,6.58,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi603304/ah-spaanse-tapas-schotel-2-pack,2026-02-23,vleeswaren,AH Spanish tapas dish 2-pack,cold cuts
600562,Streeckgenoten Javaans spek,vleeswaren,Vleeswaren/Regio zuid vleeswaren,3.39,3.39,ca. 110 g,,E,https://www.ah.nl/producten/product/wi600562/streeckgenoten-javaans-spek,2026-02-23,vleeswaren,Locals Javanese bacon,cold cuts
421067,Streeckgenoten Vocking leverworst,vleeswaren,Vleeswaren/Regio west vleeswaren,2.19,2.19,ca. 120 g,,D,https://www.ah.nl/producten/product/wi421067/streeckgenoten-vocking-leverworst,2026-02-23,vleeswaren,Countrymen Vocking liver sausage,cold cuts
558558,Streeckgenoten Koude schotel,vleeswaren,Vleeswaren/Regio zuid vleeswaren,5.99,5.99,500 g,,C,https://www.ah.nl/producten/product/wi558558/streeckgenoten-koude-schotel,2026-02-23,vleeswaren,Locals Cold dish,cold cuts
560825,Streeckgenoten Runderzuurvlees op Limburgse wijze,vleeswaren,Vleeswaren/Regio zuid vleeswaren,7.49,7.49,500 g,,C,https://www.ah.nl/producten/product/wi560825/streeckgenoten-runderzuurvlees-op-limburgse-wijze,2026-02-23,vleeswaren,"Locals: Beef pickled meat, Limburg style",cold cuts
419922,AH Excellent Porchetta,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (versafdeling),3.19,3.19,100 g,,D,https://www.ah.nl/producten/product/wi419922/ah-excellent-porchetta,2026-02-23,vleeswaren,AH Excellent Porchetta,cold cuts
484057,Streeckgenoten Groningse leverworst fijn,vleeswaren,Vleeswaren/Regio noord vleeswaren,3.49,3.49,250 g,,D,https://www.ah.nl/producten/product/wi484057/streeckgenoten-groningse-leverworst-fijn,2026-02-23,vleeswaren,"Local Groningen liver sausage, fine",cold cuts
519053,AH Excellent Saucisson sec a l'ancienne,vleeswaren,Vleeswaren/Salami en cervelaat (versafdeling),4.49,4.49,180 g,,E,https://www.ah.nl/producten/product/wi519053/ah-excellent-saucisson-sec-a-l-ancienne,2026-02-23,vleeswaren,AH Excellent Saucisson sec a l'ancienne,cold cuts
597973,AH Excellent Saucisson sec a l'ancienne 2-pack,vleeswaren,Vleeswaren/Salami en cervelaat (versafdeling),8.53,8.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi597973/ah-excellent-saucisson-sec-a-l-ancienne-2-pack,2026-02-23,vleeswaren,AH Excellent Saucisson sec a l'ancienne 2-pack,cold cuts
483967,AH Varkensrollade shoarma,vleeswaren,"Vleeswaren/Tongenworst, rollade broodbeleg (versafdeling)",2.99,2.99,ca. 110 g,,E,https://www.ah.nl/producten/product/wi483967/ah-varkensrollade-shoarma,2026-02-23,vleeswaren,AH Pork roll shawarma,cold cuts
564811,Streeckgenoten Fries gebraden gehakt,vleeswaren,Vleeswaren/Regio noord vleeswaren,2.99,2.99,ca. 120 g,,D,https://www.ah.nl/producten/product/wi564811/streeckgenoten-fries-gebraden-gehakt,2026-02-23,vleeswaren,Local Frisian roast minced meat,cold cuts
567272,AH Excellent Salami met venkelzaad,vleeswaren,Vleeswaren/Salami en cervelaat (voorverpakt),3.99,3.99,120 g,,E,https://www.ah.nl/producten/product/wi567272/ah-excellent-salami-met-venkelzaad,2026-02-23,vleeswaren,AH Excellent Salami with fennel seeds,cold cuts
597583,AH Excellent Salami met venkelzaad 2-pack,vleeswaren,Vleeswaren/Salami en cervelaat (voorverpakt),7.58,7.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi597583/ah-excellent-salami-met-venkelzaad-2-pack,2026-02-23,vleeswaren,AH Excellent Salami with fennel seeds 2-pack,cold cuts
579137,AH Spianata romana,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (voorverpakt),2.49,2.49,80 g,,E,https://www.ah.nl/producten/product/wi579137/ah-spianata-romana,2026-02-23,vleeswaren,AH Spianata romana,cold cuts
564809,Streeckgenoten Salami,vleeswaren,Vleeswaren/Regio oost vleeswaren,2.99,2.99,ca. 100 g,,E,https://www.ah.nl/producten/product/wi564809/streeckgenoten-salami,2026-02-23,vleeswaren,Fellow locals Salami,cold cuts
577114,Streeckgenoten Kipgrillworst sambal,vleeswaren,Vleeswaren/Regio west vleeswaren,5.29,5.29,ca. 235 g,,E,https://www.ah.nl/producten/product/wi577114/streeckgenoten-kipgrillworst-sambal,2026-02-23,vleeswaren,Locals Chicken grilled sausage sambal,cold cuts
413237,Streeckgenoten Limburgse preskop,vleeswaren,Vleeswaren/Regio zuid vleeswaren,2.59,2.59,ca. 120 g,,D,https://www.ah.nl/producten/product/wi413237/streeckgenoten-limburgse-preskop,2026-02-23,vleeswaren,Fellow Limburg preskop,cold cuts
413222,Streeckgenoten Zure pastei,vleeswaren,Vleeswaren/Regio zuid vleeswaren,2.59,2.59,ca. 120 g,,D,https://www.ah.nl/producten/product/wi413222/streeckgenoten-zure-pastei,2026-02-23,vleeswaren,Locals Sour pie,cold cuts
413230,Streeckgenoten Limburgse boerenpastei,vleeswaren,Vleeswaren/Regio zuid vleeswaren,2.59,2.59,ca. 120 g,,E,https://www.ah.nl/producten/product/wi413230/streeckgenoten-limburgse-boerenpastei,2026-02-23,vleeswaren,Local Limburg farmer's pie,cold cuts
560873,Streeckgenoten Gebakken pastei,vleeswaren,Vleeswaren/Regio zuid vleeswaren,2.59,2.59,ca. 120 g,,E,https://www.ah.nl/producten/product/wi560873/streeckgenoten-gebakken-pastei,2026-02-23,vleeswaren,Countrymen Fried pie,cold cuts
595129,AH Gekookte worst minder vet,vleeswaren,Vleeswaren/Kookworst (voorverpakt),1.59,1.59,150 g,,C,https://www.ah.nl/producten/product/wi595129/ah-gekookte-worst-minder-vet,2026-02-23,vleeswaren,AH Cooked sausage less fat,cold cuts
419940,AH Excellent Salame felino,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (versafdeling),3.79,3.79,80 g,,E,https://www.ah.nl/producten/product/wi419940/ah-excellent-salame-felino,2026-02-23,vleeswaren,AH Excellent Salame felino,cold cuts
567275,AH Excellent Salami met truffel,vleeswaren,Vleeswaren/Salami en cervelaat (voorverpakt),3.99,3.99,120 g,,E,https://www.ah.nl/producten/product/wi567275/ah-excellent-salami-met-truffel,2026-02-23,vleeswaren,AH Excellent Salami with truffle,cold cuts
597581,AH Excellent Salami met truffel 2-pack,vleeswaren,Vleeswaren/Salami en cervelaat (voorverpakt),7.58,7.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi597581/ah-excellent-salami-met-truffel-2-pack,2026-02-23,vleeswaren,AH Excellent Salami with truffle 2-pack,cold cuts
560856,Streeckgenoten Gebraden hampunt,vleeswaren,Vleeswaren/Regio zuid vleeswaren,3.59,3.59,ca. 110 g,,D,https://www.ah.nl/producten/product/wi560856/streeckgenoten-gebraden-hampunt,2026-02-23,vleeswaren,Locals Roasted ham point,cold cuts
560857,Streeckgenoten Kalfsboterhamworst,vleeswaren,Vleeswaren/Regio zuid vleeswaren,2.69,2.69,ca. 120 g,,D,https://www.ah.nl/producten/product/wi560857/streeckgenoten-kalfsboterhamworst,2026-02-23,vleeswaren,Locals Veal sandwich sausage,cold cuts
549899,AH Jamón serrano duroc,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (voorverpakt),3.59,3.59,100 g,,E,https://www.ah.nl/producten/product/wi549899/ah-jamon-serrano-duroc,2026-02-23,vleeswaren,AH Jamon serrano duroc,cold cuts
560867,Streeckgenoten Limburgse rundvleessalade,vleeswaren,Vleeswaren/Regio zuid vleeswaren,4.79,4.79,400 g,,C,https://www.ah.nl/producten/product/wi560867/streeckgenoten-limburgse-rundvleessalade,2026-02-23,vleeswaren,Local Limburg beef salad,cold cuts
560870,Streeckgenoten Slagers hamworst,vleeswaren,Vleeswaren/Regio zuid vleeswaren,2.39,2.39,ca. 120 g,,E,https://www.ah.nl/producten/product/wi560870/streeckgenoten-slagers-hamworst,2026-02-23,vleeswaren,Locals Butchers ham sausage,cold cuts
598812,AH Grillworst pikant,vleeswaren,Vleeswaren/Grillworst (voorverpakt),2.29,2.29,150 g,,E,https://www.ah.nl/producten/product/wi598812/ah-grillworst-pikant,2026-02-23,vleeswaren,AH Grill sausage spicy,cold cuts
600539,AH Biologisch Grillworst,vleeswaren,Vleeswaren/Grillworst (versafdeling),4.79,4.79,ca. 200 g,,E,https://www.ah.nl/producten/product/wi600539/ah-biologisch-grillworst,2026-02-23,vleeswaren,AH Organic Grilled Sausage,cold cuts
560818,Streeckgenoten Goulashsoep Hongaarse stijl,vleeswaren,Vleeswaren/Regio west vleeswaren,4.29,4.29,540 g,,B,https://www.ah.nl/producten/product/wi560818/streeckgenoten-goulashsoep-hongaarse-stijl,2026-02-23,vleeswaren,Locals Goulash soup Hungarian style,cold cuts
238061,Jean Larnaudie Rillettes de canard maigre,vleeswaren,Vleeswaren/Pate (voorverpakt),5.79,5.79,180 g,,D,https://www.ah.nl/producten/product/wi238061/jean-larnaudie-rillettes-de-canard-maigre,2026-02-23,vleeswaren,Jean Larnaudie Rillettes de canard maigre,cold cuts
534835,Streeckgenoten Brabantse balkenbrij,vleeswaren,Vleeswaren/Regio zuid vleeswaren,6.99,6.99,500 g,,D,https://www.ah.nl/producten/product/wi534835/streeckgenoten-brabantse-balkenbrij,2026-02-23,vleeswaren,Fellow Brabantse balkenbrij,cold cuts
575204,Kesbeke Leverworst met augurk,vleeswaren,Vleeswaren/Leverworst en leverkaas (voorverpakt),3.99,3.99,300 g,,D,https://www.ah.nl/producten/product/wi575204/kesbeke-leverworst-met-augurk,2026-02-23,vleeswaren,Kesbeke Liver sausage with pickle,cold cuts
467605,AH Zeeuws spek,vleeswaren,Vleeswaren/Spek en bacon plakken (voorverpakt),4.79,4.79,ca. 195 g,,E,https://www.ah.nl/producten/product/wi467605/ah-zeeuws-spek,2026-02-23,vleeswaren,AH Zeeland bacon,cold cuts
589970,Streeckgenoten Siepeltjes gehakt,vleeswaren,Vleeswaren/Gegrild en gebraden gehakt (versafdeling),2.99,2.99,ca. 120 g,,E,https://www.ah.nl/producten/product/wi589970/streeckgenoten-siepeltjes-gehakt,2026-02-23,vleeswaren,Local people Siepeltjes minced,cold cuts
600543,AH Biologisch Grillworst kaas,vleeswaren,Vleeswaren/Grillworst (versafdeling),4.55,4.55,ca. 190 g,,E,https://www.ah.nl/producten/product/wi600543/ah-biologisch-grillworst-kaas,2026-02-23,vleeswaren,AH Organic Grilled sausage cheese,cold cuts
564810,Streeckgenoten Gerookte boterhamworst,vleeswaren,Vleeswaren/Regio noord vleeswaren,2.39,2.39,ca. 120 g,,E,https://www.ah.nl/producten/product/wi564810/streeckgenoten-gerookte-boterhamworst,2026-02-23,vleeswaren,Locals Smoked luncheon meat,cold cuts
567266,AH Excellent Salami pikant,vleeswaren,Vleeswaren/Salami en cervelaat (voorverpakt),3.99,3.99,120 g,,E,https://www.ah.nl/producten/product/wi567266/ah-excellent-salami-pikant,2026-02-23,vleeswaren,AH Excellent Salami spicy,cold cuts
597584,AH Excellent Salami pikant 2-pack,vleeswaren,Vleeswaren/Salami en cervelaat (voorverpakt),7.58,7.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi597584/ah-excellent-salami-pikant-2-pack,2026-02-23,vleeswaren,AH Excellent Salami spicy 2-pack,cold cuts
569968,AH Terra Plantaardige paté truffelsmaak,vleeswaren,"Vegetarisch, vegan en plantaardig/Plantaardige vleeswaren",1.99,1.99,125 g,,D,https://www.ah.nl/producten/product/wi569968/ah-terra-plantaardige-pate-truffelsmaak,2026-02-23,vleeswaren,AH Terra Vegetable pate truffle flavour,cold cuts
421121,Streeckgenoten Limburgse balkenbrij,vleeswaren,Vleeswaren/Regio zuid vleeswaren,6.99,6.99,500 g,,D,https://www.ah.nl/producten/product/wi421121/streeckgenoten-limburgse-balkenbrij,2026-02-23,vleeswaren,Fellow Limburg balkenbrij,cold cuts
560885,Streeckgenoten Zure kalfspastei,vleeswaren,Vleeswaren/Regio zuid vleeswaren,2.69,2.69,ca. 120 g,,D,https://www.ah.nl/producten/product/wi560885/streeckgenoten-zure-kalfspastei,2026-02-23,vleeswaren,Locals Sour veal pie,cold cuts
566603,Streeckgenoten Friese grillham,vleeswaren,Vleeswaren/Regio noord vleeswaren,3.59,3.59,ca. 110 g,,D,https://www.ah.nl/producten/product/wi566603/streeckgenoten-friese-grillham,2026-02-23,vleeswaren,Local Frisian grilled ham,cold cuts
598814,Kips Leverworst hot & spicy,vleeswaren,Vleeswaren/Leverworst en leverkaas (voorverpakt),2.19,2.19,200 g,,E,https://www.ah.nl/producten/product/wi598814/kips-leverworst-hot-en-spicy,2026-02-23,vleeswaren,Kips Liverwurst hot & spicy,cold cuts
600701,AH Kalkoenfilet Thaise kruiden,vleeswaren,Vleeswaren/Kipfilet en kalkoenfilet (versafdeling),3.69,3.69,ca. 120 g,,D,https://www.ah.nl/producten/product/wi600701/ah-kalkoenfilet-thaise-kruiden,2026-02-23,vleeswaren,AH Turkey fillet Thai herbs,cold cuts
523137,AH Vleeswaren pakket,vleeswaren,Vleeswaren/Ham (versafdeling),6.01,6.98,per stuk,Pakketkorting,,https://www.ah.nl/producten/product/wi523137/ah-vleeswaren-pakket,2026-02-23,vleeswaren,AH Meat products package,cold cuts
579136,AH Jamon curado,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (voorverpakt),2.79,2.79,80 g,,E,https://www.ah.nl/producten/product/wi579136/ah-jamon-curado,2026-02-23,vleeswaren,AH Jamon curado,cold cuts
600474,AH Excellent Speck delle alpi,vleeswaren,Vleeswaren/Spaanse en Italiaanse vleeswaren (versafdeling),3.69,3.69,80 g,,E,https://www.ah.nl/producten/product/wi600474/ah-excellent-speck-delle-alpi,2026-02-23,vleeswaren,AH Excellent Speck delle alpi,cold cuts
600561,Streeckgenoten Damstergebraad,vleeswaren,Vleeswaren/Regio noord vleeswaren,2.89,2.89,ca. 120 g,,E,https://www.ah.nl/producten/product/wi600561/streeckgenoten-damstergebraad,2026-02-23,vleeswaren,Fellow locals Damster roast,cold cuts
604446,AH Carpaccio pakket,vleeswaren,Vleeswaren/Carpaccio (versafdeling),6.27,6.37,per pakket,Pakketkorting,,https://www.ah.nl/producten/product/wi604446/ah-carpaccio-pakket,2026-02-23,vleeswaren,AH Carpaccio package,cold cuts
560872,Streeckgenoten Boerenpastei,vleeswaren,Vleeswaren/Regio zuid vleeswaren,2.59,2.59,ca. 120 g,,E,https://www.ah.nl/producten/product/wi560872/streeckgenoten-boerenpastei,2026-02-23,vleeswaren,Countrymen's Farmer's Pie,cold cuts
67562,AH Leverworst,vleeswaren,Vleeswaren/Leverworst en leverkaas (voorverpakt),1.69,1.69,500 g,,D,https://www.ah.nl/producten/product/wi67562/ah-leverworst,2026-02-23,vleeswaren,AH Liverwurst,cold cuts
498023,AH Grillworst,vleeswaren,Vleeswaren/Grillworst (voorverpakt),2.99,2.99,350 g,,E,https://www.ah.nl/producten/product/wi498023/ah-grillworst,2026-02-23,vleeswaren,AH Grill sausage,cold cuts
442125,AH Filet americain mager,vleeswaren,Vleeswaren/Filet americain (voorverpakt),2.19,2.19,150 g,,D,https://www.ah.nl/producten/product/wi442125/ah-filet-americain-mager,2026-02-23,vleeswaren,AH Filet americain lean,cold cuts
163548,AH Saksische leverworst,vleeswaren,Vleeswaren/Leverworst en leverkaas (voorverpakt),0.99,0.99,2 x 150 g,,E,https://www.ah.nl/producten/product/wi163548/ah-saksische-leverworst,2026-02-23,vleeswaren,AH Saksische leverworst,cold cuts
186645,AH Leverkaas,vleeswaren,Vleeswaren/Leverworst en leverkaas (voorverpakt),1.29,1.29,150 g,,E,https://www.ah.nl/producten/product/wi186645/ah-leverkaas,2026-02-23,vleeswaren,AH Leverkaas,cold cuts
498164,AH Cremepate,vleeswaren,Vleeswaren/Pate (voorverpakt),1.49,1.49,150 g,,E,https://www.ah.nl/producten/product/wi498164/ah-cremepate,2026-02-23,vleeswaren,AH Cremepate,cold cuts
497882,AH Filet americain met ui,vleeswaren,Vleeswaren/Filet americain (versafdeling),2.19,2.19,150 g,,D,https://www.ah.nl/producten/product/wi497882/ah-filet-americain-met-ui,2026-02-23,vleeswaren,AH Filet americain with onion,cold cuts
497860,AH Filet americain met peper,vleeswaren,Vleeswaren/Filet americain (voorverpakt),2.19,2.19,150 g,,D,https://www.ah.nl/producten/product/wi497860/ah-filet-americain-met-peper,2026-02-23,vleeswaren,AH Filet americain with pepper,cold cuts
498163,AH Cremepate cranberry,vleeswaren,Vleeswaren/Pate (voorverpakt),1.49,1.49,150 g,,E,https://www.ah.nl/producten/product/wi498163/ah-cremepate-cranberry,2026-02-23,vleeswaren,AH Cremepate cranberry,cold cuts
32980,AH Bakbloedworst dikke plak,vleeswaren,Vleeswaren/Kookworst (voorverpakt),1.59,1.59,ca. 125 g,,E,https://www.ah.nl/producten/product/wi32980/ah-bakbloedworst-dikke-plak,2026-02-23,vleeswaren,AH Fried blood sausage thick slice,cold cuts
197250,Uildriks Hausmacher,vleeswaren,Vleeswaren/Leverworst en leverkaas (versafdeling),3.69,3.69,250 g,,D,https://www.ah.nl/producten/product/wi197250/uildriks-hausmacher,2026-02-23,vleeswaren,Uildriks Hausmacher,cold cuts
197255,Van Iersel Brabantse zult,vleeswaren,Vleeswaren/Traditionele vleeswaren (voorverpakt),1.99,1.99,240 g,,C,https://www.ah.nl/producten/product/wi197255/van-iersel-brabantse-zult,2026-02-23,vleeswaren,From Irish Brabantse,cold cuts
231691,Wilthagen Zeeuwsche leverworst,vleeswaren,Vleeswaren/Leverworst en leverkaas (versafdeling),2.79,2.79,250 g,,D,https://www.ah.nl/producten/product/wi231691/wilthagen-zeeuwsche-leverworst,2026-02-23,vleeswaren,Wilthagen Zeeland liver sausage,cold cuts
389077,AH Plak boterhamworst,vleeswaren,Vleeswaren/Boterhamworst (voorverpakt),1.99,1.99,160 g,,E,https://www.ah.nl/producten/product/wi389077/ah-plak-boterhamworst,2026-02-23,vleeswaren,AH Slice of sandwich sausage,cold cuts
389078,AH Plak schouderham,vleeswaren,Vleeswaren/Ham (voorverpakt),2.99,2.99,160 g,,D,https://www.ah.nl/producten/product/wi389078/ah-plak-schouderham,2026-02-23,vleeswaren,AH Slice of shoulder ham,cold cuts
417233,AH Greenfields Rosbief,vleeswaren,Vleeswaren/Rosbief en fricandeau (versafdeling),3.59,3.59,ca. 100 g,,A,https://www.ah.nl/producten/product/wi417233/ah-greenfields-rosbief,2026-02-23,vleeswaren,AH Greenfields Roast Beef,cold cuts
